,suite_id,sample_id,code,value,character
153,47,9,2,1,一
154,94,10,2,1,一
155,50,2,2,1,一
156,36,9,2,1,一
157,71,7,2,1,一
158,14,1,2,1,一
159,89,4,2,1,一
160,62,5,2,1,一
161,78,7,2,1,一
162,67,9,2,1,一
163,68,1,2,1,一
164,87,5,2,1,一
165,69,8,2,1,一
166,35,8,2,1,一
167,70,9,2,1,一
168,37,4,2,1,一
169,37,1,2,1,一
170,41,10,2,1,一
171,51,9,2,1,一
172,19,1,2,1,一
173,98,9,2,1,一
174,52,6,2,1,一
175,41,3,2,1,一
176,31,4,2,1,一
177,31,9,2,1,一
178,81,2,2,1,一
179,7,7,2,1,一
180,53,4,2,1,一
181,7,1,2,1,一
182,42,7,2,1,一
183,56,6,2,1,一
184,85,5,2,1,一
185,20,7,2,1,一
186,40,5,2,1,一
187,41,5,2,1,一
188,94,2,2,1,一
189,76,9,2,1,一
190,94,8,2,1,一
191,83,9,2,1,一
192,68,6,2,1,一
193,26,9,2,1,一
194,28,3,2,1,一
195,45,8,2,1,一
196,39,2,2,1,一
197,27,8,2,1,一
198,64,3,2,1,一
199,15,8,2,1,一
200,100,9,2,1,一
201,57,5,2,1,一
202,71,5,2,1,一
203,59,7,2,1,一
204,84,6,2,1,一
205,62,6,2,1,一
206,23,5,2,1,一
207,91,8,2,1,一
208,53,5,2,1,一
209,83,4,2,1,一
210,14,5,2,1,一
211,21,10,2,1,一
212,92,5,2,1,一
213,83,7,2,1,一
214,68,5,2,1,一
215,39,10,2,1,一
216,69,4,2,1,一
217,30,9,2,1,一
218,90,7,2,1,一
219,72,8,2,1,一
220,36,5,2,1,一
221,75,4,2,1,一
222,97,5,2,1,一
223,12,9,2,1,一
224,9,6,2,1,一
225,1,2,2,1,一
226,58,4,2,1,一
227,40,1,2,1,一
228,90,4,2,1,一
229,57,6,2,1,一
230,4,4,2,1,一
231,99,4,2,1,一
232,52,10,2,1,一
233,60,5,2,1,一
234,11,3,2,1,一
235,11,10,2,1,一
236,3,10,2,1,一
237,96,3,2,1,一
238,26,2,2,1,一
239,39,3,2,1,一
240,1,3,2,1,一
241,27,4,2,1,一
242,55,4,2,1,一
243,80,9,2,1,一
244,36,6,2,1,一
245,18,9,2,1,一
246,48,1,2,1,一
247,15,7,2,1,一
248,16,4,2,1,一
249,34,6,2,1,一
250,16,2,2,1,一
251,99,10,2,1,一
252,8,9,2,1,一
253,9,4,2,1,一
254,44,8,2,1,一
255,38,3,2,1,一
256,55,9,2,1,一
257,91,6,2,1,一
258,92,2,2,1,一
259,1,5,2,1,一
260,75,10,2,1,一
261,50,5,2,1,一
262,17,7,2,1,一
263,32,6,2,1,一
264,40,7,2,1,一
265,87,8,2,1,一
266,80,8,2,1,一
267,43,1,2,1,一
268,66,10,2,1,一
269,43,10,2,1,一
270,53,1,2,1,一
271,19,8,2,1,一
272,90,1,2,1,一
273,31,1,2,1,一
274,56,3,2,1,一
275,1,9,2,1,一
276,26,6,2,1,一
277,63,3,2,1,一
278,16,10,2,1,一
279,8,3,2,1,一
280,61,7,2,1,一
281,80,7,2,1,一
282,3,9,2,1,一
283,35,1,2,1,一
284,28,10,2,1,一
285,73,7,2,1,一
286,40,9,2,1,一
287,49,9,2,1,一
288,29,7,2,1,一
289,95,1,2,1,一
290,94,6,2,1,一
291,80,6,2,1,一
292,54,10,2,1,一
293,50,4,2,1,一
294,41,2,2,1,一
295,50,8,2,1,一
296,93,5,2,1,一
297,47,8,2,1,一
298,1,7,2,1,一
299,22,5,2,1,一
300,58,10,2,1,一
301,49,1,2,1,一
302,52,2,2,1,一
303,47,2,2,1,一
304,79,8,2,1,一
305,94,9,2,1,一
306,39,4,2,1,一
307,60,6,2,1,一
308,93,4,2,1,一
309,6,7,2,1,一
310,62,4,2,1,一
311,57,1,2,1,一
312,61,10,2,1,一
313,72,7,2,1,一
314,49,8,2,1,一
315,5,3,2,1,一
316,29,8,2,1,一
317,40,2,2,1,一
318,74,8,2,1,一
319,28,2,2,1,一
320,15,9,2,1,一
321,21,8,2,1,一
322,36,2,2,1,一
323,65,8,2,1,一
324,79,7,2,1,一
325,54,6,2,1,一
326,4,2,2,1,一
327,52,5,2,1,一
328,73,10,2,1,一
329,20,3,2,1,一
330,72,3,2,1,一
331,37,10,2,1,一
332,74,2,2,1,一
333,65,9,2,1,一
334,1,1,2,1,一
335,37,6,2,1,一
336,72,6,2,1,一
337,58,7,2,1,一
338,88,2,2,1,一
339,57,2,2,1,一
340,51,7,2,1,一
341,45,4,2,1,一
342,24,2,2,1,一
343,2,5,2,1,一
344,44,4,2,1,一
345,47,1,2,1,一
346,59,2,2,1,一
347,90,3,2,1,一
348,17,1,2,1,一
349,93,9,2,1,一
350,25,10,2,1,一
351,33,4,2,1,一
352,9,5,2,1,一
353,14,9,2,1,一
354,35,10,2,1,一
355,20,10,2,1,一
356,36,1,2,1,一
357,47,4,2,1,一
358,38,6,2,1,一
359,21,4,2,1,一
360,47,3,2,1,一
361,61,1,2,1,一
362,20,5,2,1,一
363,5,1,2,1,一
364,23,4,2,1,一
365,100,8,2,1,一
366,79,3,2,1,一
367,26,3,2,1,一
368,43,8,2,1,一
369,86,2,2,1,一
370,23,9,2,1,一
371,72,5,2,1,一
372,21,1,2,1,一
373,24,3,2,1,一
374,1,6,2,1,一
375,76,5,2,1,一
376,51,8,2,1,一
377,15,3,2,1,一
378,91,1,2,1,一
379,82,3,2,1,一
380,3,8,2,1,一
381,21,5,2,1,一
382,80,2,2,1,一
383,3,4,2,1,一
384,29,1,2,1,一
385,92,3,2,1,一
386,54,1,2,1,一
387,20,2,2,1,一
388,99,1,2,1,一
389,79,4,2,1,一
390,25,5,2,1,一
391,12,10,2,1,一
392,71,6,2,1,一
393,18,8,2,1,一
394,61,8,2,1,一
395,13,6,2,1,一
396,45,5,2,1,一
397,49,2,2,1,一
398,77,7,2,1,一
399,99,7,2,1,一
400,100,4,2,1,一
401,50,7,2,1,一
402,57,9,2,1,一
403,57,10,2,1,一
404,64,8,2,1,一
405,71,4,2,1,一
406,92,6,2,1,一
407,39,8,2,1,一
408,13,10,2,1,一
409,54,7,2,1,一
410,55,6,2,1,一
411,92,1,2,1,一
412,8,10,2,1,一
413,32,4,2,1,一
414,82,7,2,1,一
415,73,1,2,1,一
416,70,2,2,1,一
417,84,2,2,1,一
418,55,8,2,1,一
419,49,7,2,1,一
420,10,8,2,1,一
421,73,5,2,1,一
422,52,3,2,1,一
423,6,8,2,1,一
424,48,3,2,1,一
425,41,7,2,1,一
426,16,3,2,1,一
427,14,10,2,1,一
428,66,8,2,1,一
429,33,2,2,1,一
430,34,5,2,1,一
431,41,1,2,1,一
432,40,4,2,1,一
433,5,6,2,1,一
434,33,8,2,1,一
435,10,2,2,1,一
436,25,2,2,1,一
437,41,8,2,1,一
438,89,10,2,1,一
439,64,5,2,1,一
440,29,3,2,1,一
441,60,2,2,1,一
442,97,1,2,1,一
443,68,3,2,1,一
444,58,5,2,1,一
445,61,2,2,1,一
446,66,3,2,1,一
447,24,6,2,1,一
448,69,5,2,1,一
449,7,3,2,1,一
450,61,5,2,1,一
451,88,3,2,1,一
452,44,3,2,1,一
453,23,3,2,1,一
454,30,8,2,1,一
455,66,4,2,1,一
456,89,5,2,1,一
457,69,9,2,1,一
458,42,5,2,1,一
459,46,2,2,1,一
460,15,4,2,1,一
461,19,3,2,1,一
462,62,8,2,1,一
463,96,10,2,1,一
464,44,1,2,1,一
465,18,4,2,1,一
466,19,4,2,1,一
467,46,7,2,1,一
468,56,5,2,1,一
469,5,7,2,1,一
470,45,9,2,1,一
471,17,2,2,1,一
472,93,1,2,1,一
473,16,9,2,1,一
474,39,6,2,1,一
475,98,8,2,1,一
476,92,10,2,1,一
477,93,3,2,1,一
478,63,5,2,1,一
479,62,3,2,1,一
480,64,10,2,1,一
481,17,4,2,1,一
482,10,10,2,1,一
483,44,6,2,1,一
484,57,3,2,1,一
485,12,3,2,1,一
486,12,2,2,1,一
487,38,9,2,1,一
488,23,7,2,1,一
489,53,7,2,1,一
490,88,6,2,1,一
491,62,7,2,1,一
492,77,6,2,1,一
493,18,1,2,1,一
494,47,6,2,1,一
495,24,8,2,1,一
496,49,4,2,1,一
497,46,6,2,1,一
498,88,1,2,1,一
499,89,2,2,1,一
500,70,1,2,1,一
501,24,7,2,1,一
502,44,5,2,1,一
503,91,10,2,1,一
504,80,3,2,1,一
505,96,1,2,1,一
506,70,4,2,1,一
507,43,3,2,1,一
508,95,6,2,1,一
509,77,10,2,1,一
510,31,7,2,1,一
511,57,8,2,1,一
512,39,5,2,1,一
513,10,5,2,1,一
514,38,4,2,1,一
515,77,8,2,1,一
516,29,2,2,1,一
517,24,9,2,1,一
518,98,3,2,1,一
519,100,2,2,1,一
520,40,6,2,1,一
521,69,6,2,1,一
522,87,10,2,1,一
523,4,1,2,1,一
524,48,10,2,1,一
525,59,10,2,1,一
526,84,3,2,1,一
527,27,3,2,1,一
528,66,1,2,1,一
529,17,3,2,1,一
530,59,8,2,1,一
531,14,8,2,1,一
532,65,2,2,1,一
533,34,4,2,1,一
534,85,4,2,1,一
535,48,4,2,1,一
536,22,3,2,1,一
537,15,5,2,1,一
538,75,1,2,1,一
539,49,6,2,1,一
540,25,8,2,1,一
541,33,10,2,1,一
542,3,6,2,1,一
543,52,7,2,1,一
544,19,7,2,1,一
545,94,3,2,1,一
546,55,2,2,1,一
547,83,5,2,1,一
548,62,10,2,1,一
549,2,6,2,1,一
550,19,6,2,1,一
551,51,3,2,1,一
552,71,3,2,1,一
553,13,7,2,1,一
554,87,3,2,1,一
555,91,2,2,1,一
556,41,9,2,1,一
557,32,8,2,1,一
558,12,6,2,1,一
559,4,9,2,1,一
560,26,5,2,1,一
561,99,9,2,1,一
562,84,4,2,1,一
563,75,6,2,1,一
564,32,3,2,1,一
565,49,3,2,1,一
566,7,5,2,1,一
567,36,4,2,1,一
568,4,10,2,1,一
569,96,6,2,1,一
570,21,9,2,1,一
571,2,4,2,1,一
572,8,6,2,1,一
573,13,1,2,1,一
574,40,3,2,1,一
575,92,7,2,1,一
576,21,2,2,1,一
577,51,1,2,1,一
578,44,9,2,1,一
579,65,5,2,1,一
580,38,1,2,1,一
581,10,9,2,1,一
582,81,9,2,1,一
583,80,1,2,1,一
584,81,8,2,1,一
585,45,7,2,1,一
586,57,7,2,1,一
587,65,1,2,1,一
588,11,8,2,1,一
589,24,5,2,1,一
590,30,5,2,1,一
591,83,8,2,1,一
592,69,7,2,1,一
593,77,4,2,1,一
594,86,8,2,1,一
595,22,4,2,1,一
596,34,7,2,1,一
597,63,2,2,1,一
598,6,9,2,1,一
599,76,3,2,1,一
600,10,7,2,1,一
601,2,7,2,1,一
602,38,2,2,1,一
603,31,5,2,1,一
604,68,7,2,1,一
605,96,4,2,1,一
606,26,1,2,1,一
607,19,5,2,1,一
608,64,6,2,1,一
609,63,6,2,1,一
610,25,1,2,1,一
611,36,10,2,1,一
612,77,9,2,1,一
613,73,2,2,1,一
614,74,3,2,1,一
615,70,5,2,1,一
616,97,9,2,1,一
617,55,7,2,1,一
618,98,4,2,1,一
619,12,5,2,1,一
620,90,9,2,1,一
621,22,7,2,1,一
622,86,10,2,1,一
623,24,10,2,1,一
624,10,6,2,1,一
625,55,10,2,1,一
626,12,8,2,1,一
627,97,10,2,1,一
628,94,1,2,1,一
629,55,5,2,1,一
630,95,2,2,1,一
631,52,1,2,1,一
632,34,3,2,1,一
633,73,8,2,1,一
634,88,7,2,1,一
635,29,5,2,1,一
636,100,6,2,1,一
637,95,4,2,1,一
638,48,7,2,1,一
639,95,10,2,1,一
640,41,4,2,1,一
641,29,9,2,1,一
642,11,7,2,1,一
643,96,5,2,1,一
644,42,4,2,1,一
645,50,9,2,1,一
646,96,7,2,1,一
647,86,1,2,1,一
648,72,4,2,1,一
649,85,10,2,1,一
650,26,4,2,1,一
651,86,4,2,1,一
652,87,4,2,1,一
653,54,3,2,1,一
654,96,9,2,1,一
655,84,1,2,1,一
656,60,9,2,1,一
657,96,8,2,1,一
658,23,2,2,1,一
659,90,8,2,1,一
660,22,2,2,1,一
661,81,10,2,1,一
662,99,3,2,1,一
663,77,5,2,1,一
664,19,10,2,1,一
665,29,6,2,1,一
666,70,8,2,1,一
667,18,3,2,1,一
668,47,10,2,1,一
669,46,9,2,1,一
670,77,1,2,1,一
671,61,6,2,1,一
672,8,1,2,1,一
673,7,2,2,1,一
674,19,9,2,1,一
675,13,3,2,1,一
676,22,10,2,1,一
677,45,3,2,1,一
678,94,5,2,1,一
679,27,7,2,1,一
680,68,8,2,1,一
681,85,3,2,1,一
682,78,2,2,1,一
683,1,8,2,1,一
684,81,7,2,1,一
685,11,6,2,1,一
686,5,2,2,1,一
687,68,10,2,1,一
688,31,3,2,1,一
689,36,3,2,1,一
690,76,6,2,1,一
691,60,10,2,1,一
692,65,3,2,1,一
693,75,2,2,1,一
694,9,10,2,1,一
695,32,2,2,1,一
696,64,1,2,1,一
697,35,7,2,1,一
698,46,4,2,1,一
699,22,1,2,1,一
700,8,8,2,1,一
701,67,1,2,1,一
702,89,9,2,1,一
703,59,1,2,1,一
704,89,6,2,1,一
705,52,8,2,1,一
706,21,7,2,1,一
707,21,6,2,1,一
708,74,1,2,1,一
709,93,10,2,1,一
710,75,9,2,1,一
711,68,9,2,1,一
712,4,8,2,1,一
713,50,3,2,1,一
714,38,5,2,1,一
715,25,6,2,1,一
716,2,3,2,1,一
717,86,3,2,1,一
718,63,8,2,1,一
719,21,3,2,1,一
720,95,8,2,1,一
721,26,7,2,1,一
722,63,9,2,1,一
723,33,9,2,1,一
724,35,3,2,1,一
725,45,1,2,1,一
726,2,2,2,1,一
727,25,3,2,1,一
728,27,2,2,1,一
729,48,8,2,1,一
730,30,6,2,1,一
731,46,5,2,1,一
732,93,2,2,1,一
733,78,5,2,1,一
734,90,6,2,1,一
735,84,5,2,1,一
736,89,7,2,1,一
737,2,9,2,1,一
738,66,7,2,1,一
739,45,2,2,1,一
740,8,4,2,1,一
741,79,1,2,1,一
742,75,5,2,1,一
743,91,3,2,1,一
744,28,9,2,1,一
745,67,10,2,1,一
746,91,5,2,1,一
747,77,2,2,1,一
748,81,6,2,1,一
749,91,9,2,1,一
750,65,4,2,1,一
751,88,4,2,1,一
752,78,1,2,1,一
753,43,6,2,1,一
754,97,2,2,1,一
755,54,9,2,1,一
756,32,7,2,1,一
757,82,9,2,1,一
758,49,10,2,1,一
759,53,6,2,1,一
760,19,2,2,1,一
761,71,10,2,1,一
762,3,2,2,1,一
763,87,9,2,1,一
764,63,7,2,1,一
765,7,10,2,1,一
766,42,3,2,1,一
767,98,10,2,1,一
768,85,2,2,1,一
769,3,3,2,1,一
770,8,5,2,1,一
771,7,6,2,1,一
772,37,7,2,1,一
773,67,8,2,1,一
774,46,1,2,1,一
775,9,8,2,1,一
776,72,9,2,1,一
777,40,8,2,1,一
778,31,8,2,1,一
779,76,4,2,1,一
780,65,7,2,1,一
781,66,2,2,1,一
782,34,2,2,1,一
783,42,6,2,1,一
784,43,4,2,1,一
785,29,4,2,1,一
786,95,3,2,1,一
787,82,4,2,1,一
788,51,2,2,1,一
789,4,7,2,1,一
790,54,5,2,1,一
791,66,9,2,1,一
792,98,7,2,1,一
793,92,8,2,1,一
794,90,5,2,1,一
795,64,9,2,1,一
796,86,5,2,1,一
797,81,3,2,1,一
798,67,5,2,1,一
799,85,6,2,1,一
800,56,10,8,7,七
801,75,7,8,7,七
802,76,1,8,7,七
803,69,1,8,7,七
804,46,10,8,7,七
805,7,8,8,7,七
806,65,6,8,7,七
807,55,3,8,7,七
808,86,9,8,7,七
809,20,6,8,7,七
810,82,10,8,7,七
811,15,6,8,7,七
812,66,6,8,7,七
813,97,3,8,7,七
814,93,8,8,7,七
815,9,9,8,7,七
816,34,1,8,7,七
817,89,3,8,7,七
818,78,10,8,7,七
819,37,9,8,7,七
820,58,9,8,7,七
821,24,4,8,7,七
822,42,10,8,7,七
823,56,7,8,7,七
824,28,1,8,7,七
825,3,5,8,7,七
826,18,10,8,7,七
827,98,6,8,7,七
828,90,2,8,7,七
829,94,7,8,7,七
830,4,6,8,7,七
831,20,9,8,7,七
832,65,10,8,7,七
833,53,9,8,7,七
834,42,1,8,7,七
835,26,8,8,7,七
836,70,7,8,7,七
837,61,4,8,7,七
838,90,10,8,7,七
839,13,9,8,7,七
840,38,8,8,7,七
841,17,6,8,7,七
842,37,2,8,7,七
843,97,4,8,7,七
844,35,9,8,7,七
845,33,7,8,7,七
846,92,4,8,7,七
847,63,10,8,7,七
848,48,9,8,7,七
849,84,7,8,7,七
850,60,1,8,7,七
851,88,9,8,7,七
852,32,10,8,7,七
853,60,8,8,7,七
854,100,3,8,7,七
855,11,1,8,7,七
856,64,7,8,7,七
857,10,1,8,7,七
858,29,10,8,7,七
859,83,1,8,7,七
860,35,6,8,7,七
861,13,4,8,7,七
862,58,2,8,7,七
863,27,9,8,7,七
864,63,4,8,7,七
865,71,2,8,7,七
866,69,2,8,7,七
867,87,6,8,7,七
868,15,1,8,7,七
869,58,3,8,7,七
870,18,7,8,7,七
871,53,3,8,7,七
872,62,1,8,7,七
873,76,10,8,7,七
874,35,2,8,7,七
875,34,9,8,7,七
876,68,2,8,7,七
877,11,9,8,7,七
878,61,9,8,7,七
879,36,7,8,7,七
880,7,9,8,7,七
881,14,6,8,7,七
882,33,5,8,7,七
883,14,7,8,7,七
884,37,8,8,7,七
885,58,8,8,7,七
886,99,8,8,7,七
887,73,4,8,7,七
888,77,3,8,7,七
889,38,7,8,7,七
890,43,2,8,7,七
891,5,10,8,7,七
892,56,2,8,7,七
893,28,8,8,7,七
894,8,7,8,7,七
895,48,6,8,7,七
896,78,4,8,7,七
897,16,8,8,7,七
898,14,3,8,7,七
899,83,6,8,7,七
900,73,6,8,7,七
901,40,10,8,7,七
902,93,6,8,7,七
903,31,6,8,7,七
904,66,5,8,7,七
905,67,4,8,7,七
906,59,4,8,7,七
907,95,9,8,7,七
908,23,8,8,7,七
909,91,7,8,7,七
910,56,8,8,7,七
911,83,3,8,7,七
912,98,5,8,7,七
913,82,6,8,7,七
914,16,6,8,7,七
915,48,2,8,7,七
916,25,4,8,7,七
917,97,8,8,7,七
918,57,4,8,7,七
919,35,4,8,7,七
920,9,2,8,7,七
921,47,5,8,7,七
922,73,3,8,7,七
923,32,1,8,7,七
924,3,7,8,7,七
925,59,9,8,7,七
926,61,3,8,7,七
927,49,5,8,7,七
928,87,7,8,7,七
929,81,1,8,7,七
930,62,9,8,7,七
931,85,9,8,7,七
932,32,5,8,7,七
933,99,5,8,7,七
934,56,9,8,7,七
935,13,5,8,7,七
936,2,1,8,7,七
937,28,5,8,7,七
938,100,5,8,7,七
939,15,2,8,7,七
940,12,4,8,7,七
941,30,7,8,7,七
942,74,10,8,7,七
943,34,10,8,7,七
944,9,3,8,7,七
945,91,4,8,7,七
946,82,1,8,7,七
947,30,4,8,7,七
948,83,2,8,7,七
949,38,10,8,7,七
950,67,3,8,7,七
951,22,8,8,7,七
952,97,7,8,7,七
953,47,9,8,7,七
954,94,10,8,7,七
955,50,2,8,7,七
956,36,9,8,7,七
957,71,7,8,7,七
958,14,1,8,7,七
959,89,4,8,7,七
960,62,5,8,7,七
961,78,7,8,7,七
962,67,9,8,7,七
963,68,1,8,7,七
964,87,5,8,7,七
965,69,8,8,7,七
966,35,8,8,7,七
967,70,9,8,7,七
968,37,4,8,7,七
969,37,1,8,7,七
970,41,10,8,7,七
971,51,9,8,7,七
972,19,1,8,7,七
973,98,9,8,7,七
974,52,6,8,7,七
975,41,3,8,7,七
976,31,4,8,7,七
977,31,9,8,7,七
978,81,2,8,7,七
979,7,7,8,7,七
980,53,4,8,7,七
981,7,1,8,7,七
982,42,7,8,7,七
983,56,6,8,7,七
984,85,5,8,7,七
985,20,7,8,7,七
986,40,5,8,7,七
987,41,5,8,7,七
988,94,2,8,7,七
989,76,9,8,7,七
990,94,8,8,7,七
991,83,9,8,7,七
992,68,6,8,7,七
993,26,9,8,7,七
994,28,3,8,7,七
995,45,8,8,7,七
996,39,2,8,7,七
997,27,8,8,7,七
998,64,3,8,7,七
999,15,8,8,7,七
1000,100,9,8,7,七
1001,57,5,8,7,七
1002,71,5,8,7,七
1003,59,7,8,7,七
1004,84,6,8,7,七
1005,62,6,8,7,七
1006,23,5,8,7,七
1007,91,8,8,7,七
1008,53,5,8,7,七
1009,83,4,8,7,七
1010,14,5,8,7,七
1011,21,10,8,7,七
1012,92,5,8,7,七
1013,83,7,8,7,七
1014,68,5,8,7,七
1015,39,10,8,7,七
1016,69,4,8,7,七
1017,30,9,8,7,七
1018,90,7,8,7,七
1019,72,8,8,7,七
1020,36,5,8,7,七
1021,75,4,8,7,七
1022,97,5,8,7,七
1023,12,9,8,7,七
1024,9,6,8,7,七
1025,1,2,8,7,七
1026,58,4,8,7,七
1027,40,1,8,7,七
1028,90,4,8,7,七
1029,57,6,8,7,七
1030,4,4,8,7,七
1031,99,4,8,7,七
1032,52,10,8,7,七
1033,60,5,8,7,七
1034,11,3,8,7,七
1035,11,10,8,7,七
1036,3,10,8,7,七
1037,96,3,8,7,七
1038,26,2,8,7,七
1039,39,3,8,7,七
1040,1,3,8,7,七
1041,27,4,8,7,七
1042,55,4,8,7,七
1043,80,9,8,7,七
1044,36,6,8,7,七
1045,18,9,8,7,七
1046,48,1,8,7,七
1047,15,7,8,7,七
1048,16,4,8,7,七
1049,34,6,8,7,七
1050,16,2,8,7,七
1051,99,10,8,7,七
1052,8,9,8,7,七
1053,9,4,8,7,七
1054,44,8,8,7,七
1055,38,3,8,7,七
1056,55,9,8,7,七
1057,91,6,8,7,七
1058,92,2,8,7,七
1059,1,5,8,7,七
1060,75,10,8,7,七
1061,50,5,8,7,七
1062,17,7,8,7,七
1063,32,6,8,7,七
1064,40,7,8,7,七
1065,87,8,8,7,七
1066,80,8,8,7,七
1067,43,1,8,7,七
1068,66,10,8,7,七
1069,43,10,8,7,七
1070,53,1,8,7,七
1071,19,8,8,7,七
1072,90,1,8,7,七
1073,31,1,8,7,七
1074,56,3,8,7,七
1075,1,9,8,7,七
1076,26,6,8,7,七
1077,63,3,8,7,七
1078,16,10,8,7,七
1079,8,3,8,7,七
1080,61,7,8,7,七
1081,80,7,8,7,七
1082,3,9,8,7,七
1083,35,1,8,7,七
1084,28,10,8,7,七
1085,73,7,8,7,七
1086,40,9,8,7,七
1087,49,9,8,7,七
1088,29,7,8,7,七
1089,95,1,8,7,七
1090,94,6,8,7,七
1091,80,6,8,7,七
1092,54,10,8,7,七
1093,50,4,8,7,七
1094,41,2,8,7,七
1095,50,8,8,7,七
1096,93,5,8,7,七
1097,47,8,8,7,七
1098,1,7,8,7,七
1099,22,5,8,7,七
1100,58,10,8,7,七
1101,49,1,8,7,七
1102,52,2,8,7,七
1103,47,2,8,7,七
1104,79,8,8,7,七
1105,94,9,8,7,七
1106,39,4,8,7,七
1107,60,6,8,7,七
1108,93,4,8,7,七
1109,6,7,8,7,七
1110,62,4,8,7,七
1111,57,1,8,7,七
1112,61,10,8,7,七
1113,72,7,8,7,七
1114,49,8,8,7,七
1115,5,3,8,7,七
1116,29,8,8,7,七
1117,40,2,8,7,七
1118,74,8,8,7,七
1119,28,2,8,7,七
1120,15,9,8,7,七
1121,21,8,8,7,七
1122,36,2,8,7,七
1123,65,8,8,7,七
1124,79,7,8,7,七
1125,54,6,8,7,七
1126,4,2,8,7,七
1127,52,5,8,7,七
1128,73,10,8,7,七
1129,20,3,8,7,七
1130,72,3,8,7,七
1131,37,10,8,7,七
1132,74,2,8,7,七
1133,65,9,8,7,七
1134,1,1,8,7,七
1135,37,6,8,7,七
1136,72,6,8,7,七
1137,58,7,8,7,七
1138,88,2,8,7,七
1139,57,2,8,7,七
1140,51,7,8,7,七
1141,45,4,8,7,七
1142,24,2,8,7,七
1143,2,5,8,7,七
1144,44,4,8,7,七
1145,47,1,8,7,七
1146,59,2,8,7,七
1147,90,3,8,7,七
1148,17,1,8,7,七
1149,93,9,8,7,七
1150,25,10,8,7,七
